title,product_title,product_id
YA4CLNT10 - Burndy,98006NT,
YA3CLNT516 - Burndy,98010BNT,
YA2CLNT14 - Burndy,98011NT,
YSHG3429 - Burndy,23195,
YSHG3434 - Burndy,23194,
YSHG3931 - Burndy,23193,
YSHG4429 - Burndy,23191,
YC28C28 - Burndy,23124,
YA2CLNT516 - Burndy,98012NT,
YA1CLNT14 - Burndy,98014NT,
YA25LNT14 - Burndy,98017NT,
YA25LNT516 - Burndy,98018NT,
YA25LNT38 - Burndy,98019NT,
YA26LNT14 - Burndy,98020NT,
YA26LNT516 - Burndy,98021NT,
YA26LNT38 - Burndy,98022NT,
YA27LNT14 - Burndy,98024NT,
YA27LNT516 - Burndy,98025NT,
YA27LNT38 - Burndy,98026NT,
YA28LNT14 - Burndy,98028NT,
YA28LNT516 - Burndy,98029NT,
YA28LNT38 - Burndy,98030NT,
YA29LENT38 - Burndy,98032NT,
YA31LNT12 - Burndy,98036NT,
YA32LNT12 - Burndy,98038NT,
YA34LNT12 - Burndy,98040NT,
YA36LNT12 - Burndy,98042ANT,
YA39LNT58 - Burndy,98043NT,
BLU-8D2TC10 - Techspan,98044,
BLU-8D2TC14 - Techspan,98044A,
BLU-6D2TC14 - Techspan,98045,
BLU-6D2TC14E1 - Techspan,98045A,
BLU-6D2TC38 - Techspan,98045B,
BLU-4D2TC14 - Techspan,98046,
BLU-4D2TC14E1 - Techspan,98046A,
BLU-4D2TC38 - Techspan,98046B,
BLU-4D2TC516 - Techspan,98046C,
BLU-2D2TC14 - Techspan,98047A,
BLU-2D2TC38 - Techspan,98047B,
BLU-2D2TC14E2 - Techspan,98047C,
BLU-2D2TC14E1 - Techspan,98047D,
BLU-1D2TC14 - Techspan,98048,
YA1C-2L - Burndy,98048A,
BLU-1/0D2TC516E6 - Techspan,98049,
BLU-1/0D2TC38 - Techspan,98050,
BLU-2/0D2TC38 - Techspan,98051,
YA26-2L - Burndy,98051B,
YA2-2LN - Burndy,98047E,
YA6CL-2TC338 - Burndy,98044B,
YA3CL-2TC14 - Burndy,98046D,
98046F - Burndy,98046F,
98046G - Burndy,98046G,
YA28L2NTC516 - Burndy,98055B,
BLU-4/0D2TC14E1 - Techspan,98055A,
BLU-025D2TC38 - Techspan,98056A,
BLU-025D - Techspan,98056B,
BLU-030D - Techspan,98057,
BLU-035D2TC38 - Techspan,98058A,
BLU-035D - Techspan,98058,
BLU-040D - Techspan,98059,
BLU-050D2TC38 - Techspan,98060A,
BLU-050D - Techspan,98060,
BLU-060D - Techspan,98062,
YA39L-2TC58 - Burndy,98062A,
BLU-075D - Techspan,98063,
YA27L2NT516 - Burndy,98053BNT,
YA25L2NT14 - Burndy,98055ANT,
YA342LNT12E1 - Burndy,98060NT,
YA39L2NT12E1 - Burndy,98063NT,
YA44L-2NTC12E24 - Burndy,98063BNT,
CLNS-2/0-12 - Ilsco,98071A,
BLUA-6S2 - PUC,98503,
BLUA-6S - Penn Union,98502,
YA6CA3 - Burndy,98504,
BLUA-4S2 - PUC,98506,
BLUA-2S3 - PUC,98508,
BLUA-2S4 - PUC,98509,
BLUA-2S - PUC,98510,
BLUA-1S3 - PUC,98512,
BLUA-1S - PUC,98513,
BLUA-1/0S2 - PUC,98514,
BLUA-1/0S3 - PUC,98515,
BLUA-1/0S - PUC,98516,
BLUA-1/0S1 - Penn Union,98517,
BLUA-2/0S4 - PUC,98518,
BLUA-2/0S5 - PUC,98519,
BLUA-2/0S5 - Penn Union,98520,
BLUA-2/0S - PUC,98521,
BLUA-3/0S5 - PUC,98523,
BLUA-3/0S2 - Penn Union,98524,
BLUA-3/0S - Penn Union,98525,
BLUA-4/0S3 - PUC,98527,
BLUA-4/0S2 - Penn Union,98528,
BLUA-4/0S - Penn Union,98529,
BLUA-025S2 - PUC,98530,
BLUA-025S - PUC,98531,
BLUA-030S2 - PUC,98532,
BLUA-030S1 - Penn Union,98533,
BLUA-035S1 - Penn Union,98535,
AL400-48 - NSI,98537,
BLUA-050S2 - PUC,98539,
BLUA-050S3 - Penn Union,98540,
BLUA-060S1 - Penn Union,98542,
BLUA-075S1 - PUC,98544,
BLUA-1/0D1 - PUC,98545,
BLUA-1/0D3 - PUC,98546,
BLUA-3/0D - Penn Union,98548,
BLUA-4/0D - PUC,98549,
BLUA-025D - Penn Union,98550,
BLUA-030D - PUC,98551,
BLUA-035D - Penn Union,98552,
BLUA-040D2 - PUC,98553,
BLUA-050D2 - PUC,98554,
BLUA-060D2 - PUC,98555,
BLUA-075D1 - PUC,98556,
BLUA-100D2 - PUC,98557,
BCU-8 - PUC,98111,
BCU-6 - PUC,98112,
BCU-3 - PUC,98113A,
BCU-4 - PUC,98113,
BCU-2 - PUC,98114,
BCU-1 - PUC,98115,
BCU-1/0 - PUC,98116,
BCU-2/0 - Penn Union,98117,
BCU-3/0 - PUC,98118,
BCU-4/0 - Penn Union,98119,
BCU-025 - Penn Union,98120,
BCU-030 - PUC,98121,
BCU-035 - Penn Union,98122,
BCU-040 - Penn Union,98123,
BCU-050 - Penn Union,98124,
BCU-060 - PUC,98125,
BCU-075 - PUC,98126,
C-8 - NSI,98127,
BBCU-8 - Penn Union,98127,
BBCU-6 - Penn Union,98128,
BBCU-4 - Penn Union,98129,
C-6 - NSI,98129A,
BBCU-2 - Penn Union,98130,
BBCU-1 - Penn Union,98131,
BBCU-1/0 - Penn Union,98132,
CTL-2/0 - Ilsco,98133,
BBCU-3/0 - Penn Union,98134,
BBCU-4/0 - Penn Union,98135,
BBCU-025 - Penn Union,98136,
BBCU-030 - Penn Union,98137,
BBCU-035 - Penn Union,98138,
BBCU-040 - Penn Union,98139,
BBCU-050 - Penn Union,98140,
BBCU-060 - Penn Union,98141,
BCUA-8 - PUC,98558A,
BCUA-6 - PUC,98558,
BCUA-4 - PUC,98559,
BCUA-2 - PUC,98560,
BCUA-1 - PUC,98561,
BCUA-1/0 - PUC,98562,
BCUA-2/0 - PUC,98563,
BCUA-3/0 - PUC,98564,
BCUA-4/0 - PUC,98565,
BCUA-025 - PUC,98566,
BCUA-030 - PUC,98567,
BCUA-035 - PUC,98568,
BCUA-040 - PUC,98569,
BCUA-050 - PUC,98570,
BCUA-060 - PUC,98571,
BCUA-075 - PUC,98572,
BCUA-100 - PUC,98573,
RTC-1 - PUC,23101,
YC8L12 - Burndy,23102,
TWCTR8T12 - Ilsco,23102,
RTC-2 - PUC,23102,
YC6L12 - Burndy,23103,
RTC-3 - PUC,23103,
TWCTR6T12 - Ilsco,23103,
YC4L12 - Burndy,23104,
TWCTR4T12 - Ilsco,23104,
RTC-4 - PUC,23104,
YC3L12 - Burndy,23105,
TWCTR3T12 - Ilsco,23105,
RTC-5 - PUC,23105,
YC2L12 - Burndy,23106,
TWCTR2T12 - Ilsco,23106,
RTC-6 - PUC,23106,
YC1L12 - Burndy,23107,
TWCTR1T12  - Ilsco,23107,
RTC-7 - PUC,23107,
YC25L12 - Burndy,23108,
TWCTR1/0T12 - Ilsco,23108,
RTC-8 - PUC,23108,
YC26L12 - Burndy,23109,
TWCTR2/0T12 - Ilsco,23109,
RTC-9 - PUC,23109,
YC27L12 - Burndy,23110,
TWCTR3/0T12 - Ilsco,23110,
RTC-10 - PUC,23110,
RTC-11 - PUC,23111,
RTC-12 - PUC,23112,
RTC-13 - PUC,23113,
RTC-14 - PUC,23114,
RTC-15 - PUC,23115,
RTC-16 - PUC,23116,
RTC-17 - PUC,23117,
YC4C6 - Burndy,23118,
CCT-46 - PUC,23118,
YC4C4 - Burndy,23119,
CCT-44 - PUC,23119,
YC2C4 - Burndy,23120,
CCT-24 - PUC,23120,
YC2C2 - Burndy,23121,
CCT-22 - PUC,23121,
YC26C26 - Burndy,23122,
CCT-2020 - PUC,23122,
YC28C26 - Burndy,23123,
CCT-4020 - PUC,23123,
CCT-4040 - PUC,23124,
TA-6-S - Ilsco,99001,
LA6 - PUC,99001,
KA6U - Burndy,99001B,
LAMA6-14-QY - Panduit,99001B,
ADR6 - T&B,99001B,
KA2U - Burndy,99002,
TA-2 - Ilsco,99002,
LA2 - PUC,99002,
LAMA2-14-QY - Panduit,99002,
ADR2 - T&B,99002,
KA25U - Burndy,99003,
TA-0 - Ilsco,99003,
LA1/0 - PUC,99003,
LAMA1/0-14-QY - Panduit,99003,
ADR11 - T&B,99003,
KA26U - Burndy,99004,
TA-2/0 - Ilsco,99004,
LA2/0 - PUC,99004,
LAMA2/0-14-QY - Panduit,99004,
ADR21 - T&B,99004,
KA29U - Burndy,99005,
TA-250 - Ilsco,99005,
LA250 - PUC,99005,
LAMA250-56-QY - Panduit,99005,
ADR25 - T&B,99005,
LA-250 - CMC,99005,
KA30U - Burndy,KA30U,
LAMA300-56-QY - Panduit,KA30U,
ADR30 - T&B,KA30U,
LA-300 - CMC,KA30U,
KA31U - Burndy,99007,
TA-350 - Ilsco,99007,
LA350 - PUC,99007,
LAMA350-38-QY - Panduit,99007,
ADR35 - T&B,99007,
LA-350 - CMC,99007,
KA34U - Burndy,99008,
TA-500 - Ilsco,99008,
LA500 - PUC,99008,
LAMA500-38-6Y - Panduit,99008,
ADR50 - T&B,99008,
LA-500 - CMC,99008,
KA36U - Burndy,99009,
TA-600 - Ilsco,99009,
LA600 - PUC,99009,
LAMA600-38-6Y - Panduit,99009,
ADR60 - T&B,99009,
LA-600 - CMC,99009,
TA-800 - Ilsco,99010,
LA800 - PUC,99010,
ADR80 - T&B,99010,
LA-800 - CMC,99010,
TA-1000 - Ilsco,99011,
LA1000 - PUC,99011,
LAMA1000-58-6Y - Panduit,99011,
ADR99 - T&B,99011,
LA-1000 - CMC,99011,
KA36229U - Burndy,99093,
TA-500-S - Ilsco,99093,
LA-1000 - CMC,99093,
KA39230U - Burndy,99094,
LA-750 - CMC,99094,
TA-350-2NS - Ilsco,99007A,
LAMB350-12-6Y - Panduit,99007A,
ADR35-12D - T&B,99007A,
KA36U-2N - Burndy,99009A,
TA-600-2NS - Ilsco,99009A,
LAMB600-12-3Y - Panduit,99009A,
ADR60-12D - T&B,99009A,
KA40U-2N - Burndy,99010A,
TA-800-2NS - Ilsco,99010A,
ADR80-12D - T&B,99010A,
KA44U-2N - Burndy,99011A,
TA-1000-2NS - Ilsco,99011A,
ADR99-12D - T&B,99011A,
ADR35-12S - T&B,99007A-SM,
SG350 - CMC,99007A-SM,
ADR50-12S - T&B,99008A-SM,
SG500 - CMC,99008A-SM,
KKA31U-2N - Burndy,99007-DS,
TA-350-2Ns - Ilsco,99007-DS,
TA-600-2Ns - Ilsco,99009-DS,
LLA2-500-S1 - PUC,99009-DS,
ADR60-2D - T&B,99009-DS,
TA-800-2N - Burndy,99010-DS,
TA-800-2N - Ilsco,99010-DS,
LLA2-750-S1 - PUC,99010-DS,
ADR80-2D - T&B,99010-DS,
ADR80-12DS - T&B,99010-SMDS,
SG800 - CMC,99010-SMDS,
ADR99-12DS - T&B,99011-SMDS,
SG1000 - CMC,99011-SMDS,
LA-2R - CMC,99001-AR,
KA25UAR - Burndy,99003-AR,
LA-1/0R - CMC,99003-AR,
KA26UAR - Burndy,99004-AR,
TA-600-2N - Ilsco,99004-AR,
ADR21-AR - T&B,99004-AR,
LA-2/0R - CMC,99004-AR,
LA-600R - CMC,99009-AR,
AB-500S - CMC,99909-AR,
AB-600-1 - CMC,99910-AR,
AB-250S - CMC,99906,
AB-300S - CMC,99907,
AB-350S - CMC,99908,
AB-500S -,99909,
AB-600S - CMC,99910,
ABSG-1000 - CMC,99912DS,
K2A25U - Burndy,99012,
AU-0 - Ilsco,99012,
L2A0 - PUC,99012,
LAM2A1/0-14-6Y - Panduit,99012,
ADR11-21 - T&B,99012,
DLA-112 - CMC,99012,
K2A26U - Burndy,99013,
AU2/0 - Ilsco,99013,
L2A2/0 - PUC,99013,
LAM2A2/0-14-6Y - Panduit,99013,
ADR21-21 - T&B,99013,
DLA-125 - CMC,99013,
AU250 - Ilsco,99014,
L2A250 - PUC,99014,
LAM2A250-38-6Y - Panduit,99014,
ADR25-21 - T&B,99014,
DLA-250 - CMC,99014,
AU350 - Ilsco,99015,
L2A350 - PUC,99015,
LAM2A350-12-6Y - Panduit,99015,
ADR35-21 - T&B,99015,
DLA-350 - CMC,99015,
AU600 - Ilsco,99016,
L2A600 - PUC,99016,
LAM2A600-12-6Y - Panduit,99016,
ADR60-21 - T&B,99016,
DLA-600 - CMC,99016,
AU-800 - Ilsco,99017,
L2A800 - PUC,99017,
ADR80-21 - T&B,99017,
DLA-800 - CMC,99017,
AU-1000 - Ilsco,99018,
L2A1000 - PUC,99018,
LAM2A1000-58-6Y - Panduit,99018,
ADR99-21 - T&B,99018,
DLA1000 - CMC,99018,
K2A44U-2N - Burndy,99018A,
AU-1000-2NS - Ilsco,99018A,
K2A31U-2N - Burndy,99027,
AU-350-2N - Ilsco,99027,
L2A3502 - PUC,99027,
LAM2B350-12-3Y - Panduit,99027,
ADR35-22 - T&B,99027,
K2A36U-2N - Burndy,99028,
AU-600-2NS - Ilsco,99028,
2A6002 - PUC,99028,
K2A40U-2N - Burndy,99029,
AU-800-2NS - Ilsco,99029,
L2A8002 - PUC,99029,
LAM2LB600-12-3 - Panduit,99028A,
ADR60-22D - T&B,99028A,
ADR80-22D - T&B,99029-DS,
LAM2LB1000-12-3 - Panduit,99029A,
ADR99-22D - T&B,99029A,
AU-800-2N - Ilsco,99029-DS-6,
AU-1000-2N - Ilsco,99029A-6,
2AB-250 - CMC,99923,
2AB-350 - CMC,99924,
2AB-500 - CMC,99925,
2AB-600 - CMC,99926,
2AB-750 - CMC,99927,
2AB-1000 - CMC,99928,
K3A25U-2 - Burndy,99020,
T3A2-0 - Ilsco,99020,
LAM3B1/0-38-6Y - Panduit,99020,
ADR11-32 - T&B,99020,
K3A27U-2N - Burndy,99021,
T3A2-3/0N - Ilsco,99021,
LAM3B3/0-12-3Y - Panduit,99021,
ADR31-32 - T&B,99021,
K3A29U-2N - Burndy,99022,
T3A2-250N - Ilsco,99022,
L3A2502 - PUC,99022,
LAM3B250-12-1Y - Panduit,99022,
ADR25-32 - T&B,99022,
T3A2-250N - Burndy,99022,
LAM3B250-12-1Y - Burndy,99022,
ADR25-32 - Burndy,99022,
K3A31U-2N - Burndy,99023,
T3A2-350N - Ilsco,99023,
L3A3502 - PUC,99023,
LAM3B350-12-1Y - Panduit,99023,
ADR35-32 - T&B,99023,
K3A25U-4 - Burndy,99031,
T3A4-0 - Ilsco,99031,
ADR11-34 - T&B,99031,
K3A27U-4N - Burndy,99021-4,
LAM3D3/0-12-3Y - Panduit,99021-4,
ADR31-34 - T&B,99021-4,
K3A29U-4N - Burndy,99032,
T3A4-3/0N - Ilsco,99032,
L3A2504 - PUC,99032,
LAM3D250-12-1Y - Panduit,99032,
K3A31U-4N - Burndy,99033,
T3A4-250N - Ilsco,99033,
L3A3504 - PUC,99033,
LAM3D350-12-1Y - Panduit,99033,
ADR25-34 - T&B,99033,
T3A4-350N - Ilsco,99034,
ADR35-34 - T&B,99034,
KK3A36U-2N - Burndy,99024,
LAM3LB600-12-1 - Panduit,99024,
ADR60-32D - T&B,99024,
KK3A40U-2N - Burndy,99025,
ADR80-32 - T&B,99025,
KK3A44U-2N - Burndy,99026,
LAM3LB1000-121Y - Panduit,99026,
ADR99-32 - T&B,99026,
KK3A36U-4N - Burndy,99035,
L3A8004 - PUC,99035,
LAM3LD600-12-1 - Panduit,99035,
ADR60-34D - T&B,99035,
KK3A40U-4N - Burndy,99036,
L3A10004 - PUC,99036,
ADR80-34 - T&B,99036,
KK3A44U-4N - Burndy,99037,
LAM3LD1000-121Y - Panduit,99037,
ADR99-34 - T&B,99037,
T3A4-600N - Ilsco,99035B,
T3A4-800N - Ilsco,99036B,
T3A4-1000N - Ilsco,99037B,
K2A26U - Burndy,99013-NT,
K2A29U - Burndy,99014-NT,
K2A31U - Burndy,99015-NT,
K2A36U - Burndy,99016-NT,
K2A40U - Burndy,99017-NT,
K2A44U - Burndy,99018-NT,
K4A29U-4N - Burndy,99038,
T4A4-250N - Ilsco,99038,
LA4M4250 - PUC,99038,
LAM4D250-12-1Y - Panduit,99038,
ADR25-44 - T&B,99038,
K4A31U-4N - Burndy,99039,
T4A4-350N - Ilsco,99039,
LA4M4350 - PUC,99039,
LAM4D350-12-1Y - Panduit,99039,
ADR35-44 - T&B,99039,
KK4A36U-4N - Burndy,99040,
LA4D4600 - PUC,99040,
ADR60-44D - T&B,99040,
LAM4LD600-12-1 - Panduit,99040,
T4A4-600N - Ilsco,99942,
T4A4-1000N - Ilsco,99943,
PB2-300 - PUC,99051,
PV2-300 - CMC,99051A,
PV2-600 - CMC,99059,
PB2-600 - PUC,99056,
PV2-60 - CMC,99056,
PB2-600-2N - Ilsco,99056A,
PB2-750 - PUC,99060,
PV2-750 - CMC,99060B,
PB3-600 - PUC,99957,
PB4-600 - PUC,99958,
2ABV-500 - CMC,99956A,
PB4-600-2N - Ilsco,99957A,
2ABV-600 - CMC,99957A,
2ABV-750 - CMC,99958A,
PB3-600-2N - Ilsco,99057,
PV3-600 - CMC,99057,
PV3-750 - CMC,99061,
PV4-600 - CMC,99058,
PV4-750 - CMC,99062,
PB4-750-2N - Ilsco,99062A,
SCNM-18 - Ilsco,OEC-CNM-18,
SCNM-21 - Ilsco,OEC-CNM-21,
SCNM-24 - Ilsco,OEC-CNM-24,
SCNM-27 - Ilsco,OEC-CNM-27,
SCNM-30 - Ilsco,OEC-CNM-30,
SCNM-33 - Ilsco,OEC-CNM-33,
SCNM-36 - Ilsco,OEC-CNM-36,
SCNM-39 - Ilsco,OEC-CNM-39,
SCNM-42 - Ilsco,OEC-CNM-42,
BGBL-4 - Burndy,50041A,
GBL-4 - Ilsco,50041A,
LI-50S - PUC,50041A,
BGBL4SS - Burndy,50041AS26,
GBL-4SS - Ilsco,50041AS26,
LI-50SS - PUC,50041AS26,
BGBL-1/0 - Burndy,50042A,
GBL-1/0 - Ilsco,50042A,
LI-112S - PUC,50042A,
LI-200S - PUC,50043A,
BGBL-250 - Burndy,50044A,
GBL-250 - Ilsco,50044A,
LI-252S - PUC,50044A,
K2P4CAG1 - Burndy,22401,
NA401 - Techspan,22401,
NA401 - PUC,22401,
NA402 - Techspan,22402,
NA402 - PUC,22402,
NA403 - Techspan,22403,
NA403 - PUC,22403,
NA404 - Techspan,22404,
NA404 - PUC,22404,
NA405 - Techspan,22405,
NA405 - PUC,22405,
NA406 - Techspan,22406,
NA406 - PUC,22406,
NA407 - Techspan,22407,
NA407 - PUC,22407,
NA408 - Techspan,22408,
NA408 - PUC,22408,
NA409 - Techspan,22409,
NA409 - PUC,22409,
K9P4CAG1 - Burndy,22410,
NA410 - Techspan,22410,
NA410 - PUC,22410,
NA411 - Techspan,22411,
NA411 - PUC,22411,
NA412 - Techspan,22412,
NA412 - PUC,22412,
K15P4CAG1 - Burndy,22413,
NA413 - Techspan,22413,
NA413 - PUC,22413,
NA414 - Techspan,22414,
NA414 - PUC,22414,
NA415 - Techspan,22415,
NA416 - Techspan,22416,
NA416 - PUC,22416,
NA417 - Techspan,22417,
NA417 - PUC,22417,
NA418 - Techspan,22418,
NA418 - PUC,22418,
NA419 - Techspan,22419,
NA419 - PUC,22419,
LDB-14-750-3 - Ilsco,PDB-11-750-3,
LDB-14-750-2 - Ilsco,PDB-11-750-2,
LDB-14-750-1 - Ilsco,PDB-11-750-1,
LDB-11-750-3 - Ilsco,PDB-24-600-3,
LDB-11-750-2 - Ilsco,PDB-24-600-2,
LDB-11-750-1 - Ilsco,PDB-24-600-1,
LDB-24-600-3 - Ilsco,PDB-26-600-3,
LDB-24-600-2 - Ilsco,PDB-26-600-2,
LDB-24-600-1 - Ilsco,PDB-26-600-1,
LDB-22-500-3 - Ilsco,PDB-22-500-3,
BDBLCS6V3FS - Burndy,PDB-22-500-3,
BDBLCS6V2FS - Burndy,PDB-22-500-2,
LDB-22-500-2 - Ilsco,PDB-22-500-2,
BDBLCS6V1FS - Burndy,PDB-22-500-1,
LDB-22-500-1 - Ilsco,PDB-22-500-1,
BDBLCS5W3FS - Burndy,PDB-11-500-3,
LDB-11-500-3 - Ilsco,PDB-11-500-3,
BDBLCS5W2FS - Burndy,PDB-11-500-2,
LDB-11-500-2 - Ilsco,PDB-11-500-2,
BDBLCS5W1FS - Burndy,PDB-11-500-1,
LDB-11-500-1 - Ilsco,PDB-11-500-1,
BDBLCS6R3FS - Burndy,PDB-24-500-3,
LDB-24-500-3 - Ilsco,PDB-24-500-3,
LDB-24-500-2 - Ilsco,PDB-24-500-2,
BDBLCS6R2FS - Burndy,PDB-24-500-2,
BDBLCS6R1FS - Burndy,PDB-24-500-1,
LDB-24-500-1 - Ilsco,PDB-24-500-1,
BDBLCS6K3FS - Burndy,PDB-26-500-3,
LDB-26-500-3 - Ilsco,PDB-26-500-3,
BDBLCS6K2FS - Burndy,PDB-26-500-2,
LDB-26-500-2 - Ilsco,PDB-26-500-2,
BDBLCS6K1FS - Burndy,PDB-26-500-1,
LDB-26-500-1 - Ilsco,PDB-26-500-1,
BDBLCS6A3FS - Burndy,PDB-212-500-3,
LDB-212-500-3 - Ilsco,PDB-212-500-3,
BDBLCS6A2FS - Burndy,PDB-212-500-2,
LDB-212-500-2 - Ilsco,PDB-212-500-2,
BDBLCS6A1FS - Burndy,PDB-212-500-1,
LDB-212-500-1 - Ilsco,PDB-212-500-1,
LDB-112-500-3 - Ilsco,PDB-112-500-3,
LDB-112-500-2 - Ilsco,PDB-112-500-2,
LDB-112-500-1 - Ilsco,PDB-112-500-1,
AMS-2 - Burndy,61101HD,
SR-2 - PUC,61101HD,
SR-2 - CMC,61101HD,
AMS-0 - Burndy,61102HD,
SR-0 - PUC,61102HD,
SR-0 - CMC,61102HD,
AMS-4/0 - Burndy,61105HD,
SR-250-2 - PUC,61105HD,
SR-250 - CMC,61105HD,
SR-350-2 - PUC,61106,
SR-500 - CMC,61106,
SR-250 - PUC,61106HD,
AMS-250 - Burndy,61107,
SR-350 - PUC,61108,
AMS-350 - Burndy,61108HD,
SR-500 - PUC,61108HD,
AMS-500 - Burndy,61109,
SR-750 - PUC,61109,
AMS-750 - Burndy,61110,
GTA-2-2 - Ilsco,99071C,
GPT-2 - Techspan,99071C,
GTA-0-0 - Ilsco,99072C,
GPT-1/0 - Techspan,99072C,
KPU29A26AC - Burndy,99073C,
GTA-250-0 - Ilsco,99073C,
GPT-250-0 - Techspan,99073C,
KPU29A29AC - Burndy,99074C,
GTA-250-250 - Ilsco,99074C,
GPT-250 - Techspan,99074C,
GTA-350-350 - Ilsco,99075C,
GPT-350 - Techspan,99075C,
GPT-500 - Techspan,99076C,
GTA-500-500 - Ilsco,99076C,
GTA-750-500 - Ilsco,99077C,
GPT-750 - Techspan,99077C,
KPU39A39AC - Burndy,99078C,
GTA-750-750 - Ilsco,99078C,
KLU25 - CMC,21000,
SLU-25 - Ilsco,21000,
SLU-25 - PUC,21000,
KLU35 - Burndy,21001,
SLU-35 - Ilsco,21001,
SLU-35 - PUC,21001,
KLU70 - Burndy,21002,
SAU-70 - Ilsco,21002,
SAU-70 - PUC,21002,
SLU-70 - Ilsco,21003,
SLU-70 - PUC,21003,
KLU125 - Burndy,21004,
SLU-125 - Ilsco,21004,
SLU-125 - PUC,21004,
KLU175 - Burndy,21005,
SLU-175 - Ilsco,21005,
SLU-175 - PUC,21005,
KLU225 - Burndy,21006,
SLU-225 - Ilsco,21006,
SLU-225 - PUC,21006,
KLU300 - Burndy,21007,
SLU-300 - Ilsco,21007,
SLU-300 - PUC,21007,
KLU400 - Burndy,21008,
SLU-400 - Ilsco,21008,
SLU-400 - PUC,21008,
SLU-650 - Ilsco,21009,
SLU-650 - PUC,21009,
KPA8CUP - Burndy,23301,
SLS-35 - Ilsco,23301,
SLS-35 - PUC,23301,
KPA4CUP - Burndy,23302,
SAS-70 - Ilsco,23302,
SLS-125 - Ilsco,23303,
SLS-175 - Ilsco,23305,
SLS-225 - Ilsco,23306,
CL-1-500N - Ilsco,22509,
CL-1-100N - Ilsco,22510,
KS90 - Burndy,OEC-90,
S-10 - Techspan,OEC-90,
S-10 - PUC,OEC-90,
KS15 - Burndy,OEC-15,
IK-8 - Ilsco,OEC-15,
S-8 - Techspan,OEC-15,
S-8 - PUC,OEC-15,
KS17 - Burndy,OEC-17,
IK-6 - Ilsco,OEC-17,
S-6 - Techspan,OEC-17,
S-6 - PUC,OEC-17,
KS20 - Burndy,OEC-20,
IK-4 - Ilsco,OEC-20,
S-4 - Techspan,OEC-20,
S-4 - PUC,OEC-20,
KS22 - Burndy,OEC-22,
IK-3 - Ilsco,OEC-22,
S-3 - Techspan,OEC-22,
S-3 - PUC,OEC-22,
KS23 - Burndy,OEC-23,
IK-2 - Ilsco,OEC-23,
S-2 - Techspan,OEC-23,
S-2 - PUC,OEC-23,
KS25 - Burndy,OEC-25,
IK-1/0 - Ilsco,OEC-25,
S-1/0 - Techspan,OEC-25,
S-1/0 - PUC,OEC-25,
KS26 - Burndy,OEC-26,
IK-2/0 - Ilsco,OEC-26,
S-2/0 - Techspan,OEC-26,
S-2/0 - PUC,OEC-26,
SW-14 - Techspan,SW-14,
SW-14 - PUC,SW-14,
SW-13 - Techspan,OEC-39D,
SW-13 - PUC,OEC-39D,
KS27 - Burndy,OEC-27,
IK-3/0 - Ilsco,OEC-27,
S-3/0 - Techspan,OEC-27,
S-3/0 - PUC,OEC-27,
KS29 - Burndy,OEC-29,
IK-250 - Ilsco,OEC-29,
S-4/0-250 - Techspan,OEC-29,
S-4/0-250 - PUC,OEC-29,
KS31 - Burndy,OEC-31,
IK-350 - Ilsco,OEC-31,
S-350 - Techspan,OEC-31,
S-350 - PUC,OEC-31,
KS34 - Burndy,OEC-34,
S-500 - Techspan,OEC-34,
S-500 - PUC,OEC-34,
KS39 - Burndy,OEC-39,
S-750 - Techspan,OEC-39,
S-750 - PUC,OEC-39,
KS44 - Burndy,OEC-44,
S-1000 - Techspan,OEC-44,
S-1000 - PUC,OEC-44,
KSU17 - Burndy,OEC-17D,
SK-4 - Ilsco,OEC-17D,
SW-4 - Techspan,OEC-17D,
SW-4 - PUC,OEC-17D,
KSU20 - Burndy,OEC-20D,
SK-3 - Ilsco,OEC-20D,
SW-5 - Techspan,OEC-20D,
SW-5 - PUC,OEC-20D,
KSU23 - Burndy,OEC-23D,
SK-2 - Ilsco,OEC-23D,
SW-6 - Techspan,OEC-23D,
SW-6 - PUC,OEC-23D,
KSU25 - Burndy,OEC-25D,
SK-1/0 - Ilsco,OEC-25D,
SW-7 - Techspan,OEC-25D,
SW-7 - PUC,OEC-25D,
KSU26 - Burndy,OEC-26D,
SK-2/0 - Ilsco,OEC-26D,
SW-8 - Techspan,OEC-26D,
SW-8 - PUC,OEC-26D,
KSU27 - Burndy,OEC-27D,
SW-9A - Techspan,OEC-27D,
SW-9A - PUC,OEC-27D,
KSU29 - Burndy,OEC-29D,
SK-250 - Ilsco,OEC-29D,
SW-10 - Techspan,OEC-29D,
SW-10 - PUC,OEC-29D,
KSU31 - Burndy,OEC-31D,
SW-11 - Techspan,OEC-31D,
SW-11 - PUC,OEC-31D,
KSU34 - Burndy,OEC-34D,
SW-12 - Techspan,OEC-34D,
SW-12 - PUC,OEC-34D,
SPSS-0 - Ilsco,OEC-1S,
SPSS-6 - Ilsco,OEC-7S,
SPSS-8 - Ilsco,OEC-9S,
SPSL-0 - Ilsco,OEC-21S,
SP0SS - TE,OEC-21S,
SP1SS - TE,OEC-22S,
SP2SS - TE,OEC-23S,
SP3SS - TE,OEC-24S,
SPSL-6 - Ilsco,OEC-27S,
SPSL-8 - Ilsco,OEC-29S,
SPDS-0 - Ilsco,OEC-1L,
SPDS-6 - Ilsco,OEC-7L,
SPDS-8 - Ilsco,OEC-9L,
